species,decimalLatitude,decimalLongitude,eventDate,BSI,LST,MNDWI,NDBI,NDSI,NDVI,NDWI,SAVI,UI,winter_wheat_presence,Land_cover
Lepus europaeus,52.746722,-1.038527,2022-10-09,-0.6157623659251126,286.4460745098039,-0.5228940483079183,-0.0581553645344578,-0.5228940483079183,0.537134961380533,-0.5530722197935906,0.8055689771766794,0.0581553645344578,0,Arable
Lepus europaeus,52.819095,-1.096287,2022-07-20,-0.6728958298553643,303.5457775590551,-0.5642997940218728,-0.1162766289165011,-0.5642997940218728,0.6197924153923332,-0.6332882099528522,0.9295800158397842,0.1162766289165011,0,Improved grassland
Lepus europaeus,52.583645,-0.894504,2022-05-10,-0.4548555821789783,292.68171654432524,-0.1556487902378437,-0.404297121940206,-0.1556487902378437,0.5936107274676352,-0.5251790155513706,0.8903449986485106,0.404297121940206,0,Improved grassland
Lepus europaeus,52.723961,-0.565204,2023-05-01,-0.4440431136805822,288.93146981627297,-0.1907414327450565,-0.3132520048400807,-0.1907414327450565,0.5127828531266969,-0.4736913792234325,0.7691001961418673,0.3132520048400807,0,Improved grassland
Lepus europaeus,52.709478,-0.891327,2023-05-07,-0.3181528961805362,289.50175014005606,-0.1510578008117047,-0.2475561250947776,-0.1510578008117047,0.4158727857802456,-0.3755512982831841,0.6237667702415924,0.2475561250947776,0,Arable
Lepus europaeus,52.78218,-0.97844,2022-03-26,-0.7407766233866913,287.8125656167979,-0.4694521284671309,-0.3097146793397706,-0.4694521284671309,0.7367796124334395,-0.6748087438803951,1.105012898827685,0.3097146793397706,0,Improved grassland
Lepus europaeus,52.708002,-0.743349,2023-06-06,-0.7717427979608638,295.8404549019608,-0.4317931505569049,-0.423227492338147,-0.4317931505569049,0.8020903123634451,-0.7216595321835934,1.2030091117060906,0.423227492338147,0,Arable
Lepus europaeus,52.801118,-1.096659,2022-05-15,-0.647467400320737,292.2656167979003,-0.3600154978525739,-0.3989234724137124,-0.3600154978525739,0.7280436186457543,-0.6602159082403811,1.091948463745271,0.3989234724137124,0,Suburban
Lepus europaeus,52.709478,-0.891327,2023-05-07,-0.3181528961805362,289.50175014005606,-0.1510578008117047,-0.2475561250947776,-0.1510578008117047,0.4158727857802456,-0.3755512982831841,0.6237667702415924,0.2475561250947776,0,Arable
Lepus europaeus,52.599512,-0.687395,2022-01-01,-0.6588868182858532,277.7111259842519,-0.503097772389059,-0.1785239652193038,-0.503097772389059,0.6457457389930501,-0.6217817723504361,0.9684339562720784,0.1785239652193038,0,Improved grassland
Lepus europaeus,52.583645,-0.894504,2022-05-10,-0.4548555821789783,292.68171654432524,-0.1556487902378437,-0.404297121940206,-0.1556487902378437,0.5936107274676352,-0.5251790155513706,0.8903449986485106,0.404297121940206,0,Improved grassland
Lepus europaeus,52.72659,-0.802046,2022-06-15,-0.6810208769985001,295.8550326797386,-0.3709169132241136,-0.3631389031180235,-0.3709169132241136,0.6945263856785473,-0.6400064509762876,1.0416733005585823,0.3631389031180235,0,Arable
Lepus europaeus,52.780515,-0.800566,2022-09-09,-0.4967051777406065,294.1108871391076,-0.5111548739465689,0.0894125036710243,-0.5111548739465689,0.3586634400694212,-0.4330268967793849,0.5379166289102104,-0.0894125036710243,0,Arable
Lepus europaeus,52.725002,-0.654015,2023-08-03,-0.4811711372301017,294.7911679790026,-0.3994361197803876,-0.0367504825109623,-0.3994361197803876,0.4279334590444495,-0.4179401924540382,0.6418105226866819,0.0367504825109623,0,Suburban
Lepus europaeus,52.599181,-0.657875,2023-10-10,-0.1282361733782172,288.5286955380578,-0.0473633948179725,-0.1292271613546001,-0.0473633948179725,0.190621131063694,-0.1751805429460954,0.2858996747553122,0.1292271613546001,0,Improved grassland
Lepus europaeus,52.779901,-0.741279,2022-04-13,-0.2829406249339354,286.82438648293964,-0.1521568868299493,-0.191680334031347,-0.1521568868299493,0.354982733183679,-0.3235286629122623,0.5324195891899249,0.191680334031347,0,Arable
Lepus europaeus,52.710769,-1.039317,2022-07-13,-0.7123077127838111,304.67251124859393,-0.5748572908324082,-0.1962814734327509,-0.5748572908324082,0.6686979837552447,-0.6813355675709761,1.00291739383616,0.1962814734327509,0,Arable
Lepus europaeus,52.652066,-0.567558,2022-08-16,-0.4397863369225359,304.6474702200686,-0.4880445035293941,0.0895048094714092,-0.4880445035293941,0.2698556243686107,-0.4094007428557118,0.4047344930125298,-0.0895048094714092,0,Arable
Lepus europaeus,52.782912,-1.067383,2023-07-17,0.3641452222902825,296.8393044619422,0.7518356625125001,-0.7050965753592738,0.7518356625125001,-0.0541162298960015,0.0999423599490457,-0.0811728224103516,0.7050965753592738,0,Deciduous woodland
Lepus europaeus,52.871533,-0.916914,2023-04-22,-0.6039532267109412,287.7536314210724,-0.3731419757144864,-0.3074944804981241,-0.3731419757144864,0.6660441442477597,-0.5996779901173817,0.9989575521792506,0.3074944804981241,0,Improved grassland
Lepus europaeus,52.729211,-1.098146,2022-05-22,-0.4389091043964241,295.7236702428007,-0.2853237095207818,-0.2120339928773925,-0.2853237095207818,0.4773664025922266,-0.4631162542186028,0.7159627101555678,0.2120339928773925,0,Arable
Lepus europaeus,52.743634,-0.712697,2022-10-18,-0.4697803893774899,287.08798418972333,-0.5292663989074371,0.1730856113435406,-0.5292663989074371,0.2494019681592806,-0.3858929175696415,0.3740299229340957,-0.1730856113435406,0,Arable
Lepus europaeus,52.761608,-0.712167,2022-11-10,-0.5439851653361979,284.54094488188974,-0.4322836313769634,-0.099878459020177,-0.4322836313769634,0.5057368623520188,-0.5071391070021845,0.7584335977137376,0.099878459020177,0,Arable
Lepus europaeus,52.586605,-1.278198,2022-07-03,-0.6598071416187057,301.8098073678291,-0.5347383009318604,-0.160080749696363,-0.5347383009318604,0.611856674058358,-0.6376347848489029,0.917672912615725,0.160080749696363,1,Improved grassland
Lepus europaeus,52.83444,-0.799082,2023-09-21,-0.659370161495085,293.08733858267715,-0.5818951658585375,-0.0622133356573571,-0.5818951658585375,0.5637790946603891,-0.6010980130924733,0.845544862900726,0.0622133356573571,0,Improved grassland
Lepus europaeus,52.816465,-0.799577,2023-06-29,-0.7724679671474334,297.37325787401574,-0.5114695891222416,-0.3934248071579238,-0.5114695891222416,0.8008954685650223,-0.7440311245804313,1.2012190160881997,0.3934248071579238,0,Improved grassland
Lepus europaeus,52.785026,-1.393537,2022-06-19,-0.5705569458921419,297.4581417322834,-0.3820196032660109,-0.2465212203541342,-0.3820196032660109,0.5652115417873144,-0.5388608062187494,0.8477368584761796,0.2465212203541342,0,Improved grassland
Lepus europaeus,52.705987,-0.565793,2023-10-30,-0.7568195071704439,283.4333729420187,-0.5397762028418436,-0.2128987588461834,-0.5397762028418436,0.7097884351412314,-0.6634534774637467,1.0644990401975214,0.2128987588461834,0,Arable
Lepus europaeus,52.800407,-1.007678,2022-06-07,-0.6060480901225355,294.38645206849145,-0.3795495723486999,-0.2655854865280963,-0.3795495723486999,0.6402930117581197,-0.5778293828357467,0.9603498887993478,0.2655854865280963,0,Urban
Lepus europaeus,52.586605,-1.278198,2023-10-02,-0.6171075210031419,288.79549343832025,-0.4736952115788118,-0.1598743809093766,-0.4736952115788118,0.5946327025539682,-0.5728117416252293,0.89182163173045,0.1598743809093766,0,Improved grassland
Lepus europaeus,52.708312,-0.772944,2023-02-19,-0.6805856243580055,279.1516985376828,-0.4549216100971794,-0.2442104995812378,-0.4549216100971794,0.6831459922536857,-0.6298566094642452,1.0245925533683875,0.2442104995812378,0,Arable
Lepus europaeus,52.604399,-1.248373,2022-07-14,-0.6247433134035382,305.43686164229473,-0.5808920558203171,-0.0337289889483739,-0.5808920558203171,0.5311155666597385,-0.5963666879257494,0.7965727213103867,0.0337289889483739,1,Improved grassland
Lepus europaeus,52.782431,-1.008087,2022-02-04,-0.614094926078657,278.5518901960784,-0.5376239668224317,-0.0526569487960268,-0.5376239668224317,0.5479712557900309,-0.5658831446942483,0.821799546678717,0.0526569487960268,0,Improved grassland
Lepus europaeus,52.640885,-1.336418,2022-06-30,-0.716346459134389,299.54200000000003,-0.5770610695105967,-0.1857853165250908,-0.5770610695105967,0.6833011294390601,-0.6800668272110665,1.024831545163147,0.1857853165250908,0,Arable
Lepus europaeus,52.761608,-0.712167,2023-07-26,-0.5004036949925813,292.98804199475063,-0.4686610473167816,0.0225578666411829,-0.4686610473167816,0.3862435176704569,-0.4426178137566882,0.5792614269820399,-0.0225578666411829,0,Arable
Lepus europaeus,52.656088,-0.951814,2022-05-09,-0.2179028816687815,291.93535433070866,-0.1000441215727909,-0.1844065139759879,-0.1000441215727909,0.2912342479365103,-0.2634788027223768,0.4368249326140922,0.1844065139759879,0,Improved grassland
Lepus europaeus,52.564509,-0.77696,2022-04-24,-0.6924829171645973,290.3545454545455,-0.4861131819782091,-0.2474504964006552,-0.4861131819782091,0.721410467505023,-0.6467498130611151,1.0819812473496588,0.2474504964006552,0,Improved grassland
Lepus europaeus,52.67004,-0.566971,2022-11-12,-0.6568470320250658,282.1786811023622,-0.4721070057837941,-0.1659281707436724,-0.4721070057837941,0.6186611188024352,-0.5945983110058013,0.9278521959952511,0.1659281707436724,0,Arable
Lepus europaeus,52.81585,-0.740241,2022-07-30,-0.4876671740128071,305.6383992869875,-0.5190363929287046,0.056553579177947,-0.5190363929287046,0.3409589963379277,-0.4728759080487607,0.5113716236300302,-0.056553579177947,0,Arable
Lepus europaeus,52.706688,-0.624976,2023-06-03,-0.734074722311417,295.7098239925891,-0.4998304010152812,-0.3269260155123574,-0.4998304010152812,0.7354170767676633,-0.6988303663837773,1.1030069735828265,0.3269260155123574,0,Arable
Lepus europaeus,52.743634,-0.712697,2022-10-18,-0.4697803893774899,287.08798418972333,-0.5292663989074371,0.1730856113435406,-0.5292663989074371,0.2494019681592806,-0.3858929175696415,0.3740299229340957,-0.1730856113435406,0,Arable
Lepus europaeus,52.673799,-0.92181,2023-08-28,-0.5636380357913198,298.3245704286964,-0.5341794214861065,0.0419646530122713,-0.5341794214861065,0.4234000818998618,-0.4860153493138598,0.6350234798813106,-0.0419646530122713,0,Arable
Lepus europaeus,52.780811,-0.830211,2022-10-01,-0.4561036171696235,288.9778823529412,-0.408135169003873,-0.0355963145618112,-0.408135169003873,0.4098245710159915,-0.4312520262326007,0.6146431206282472,0.0355963145618112,0,Improved grassland
Lepus europaeus,52.782912,-1.067383,2022-05-15,-0.6229432747423269,292.6160925196851,-0.3500838781135534,-0.3624445917022673,-0.3500838781135534,0.7047366408473117,-0.6315967611141611,1.0570067328177537,0.3624445917022673,0,Deciduous woodland
Lepus europaeus,52.551594,-1.455751,2022-02-10,-0.6727836271000848,278.7629352580928,-0.5271574667050053,-0.180744222222442,-0.5271574667050053,0.6781561741981885,-0.6371249225245049,1.0170666294779367,0.180744222222442,0,Improved grassland
Lepus europaeus,52.723961,-0.565204,2023-05-01,-0.4440431136805822,288.93146981627297,-0.1907414327450565,-0.3132520048400807,-0.1907414327450565,0.5127828531266969,-0.4736913792234325,0.7691001961418673,0.3132520048400807,0,Improved grassland
Lepus europaeus,52.293137,0.47666,2023-04-25,0.0327487976131626,288.97071569178854,0.1416472465159484,-0.2121373001929117,0.1416472465159484,0.0863386708903489,-0.0721149294020779,0.1295007056514755,0.2121373001929117,0,Improved grassland
Lepus europaeus,52.102857,0.086439,2022-03-22,-0.5837218523567124,287.17420565076424,-0.4816062818505051,-0.1006179092139627,-0.4816062818505051,0.5525269708093464,-0.5495958046159664,0.828690231175247,0.1006179092139627,0,Arable
Lepus europaeus,52.293137,0.47666,2022-06-22,-0.6208879668318746,297.1487642169729,-0.4952918636240245,-0.1273096959715532,-0.4952918636240245,0.5675704283430825,-0.5719028503989502,0.8512581282569108,0.1273096959715532,0,Improved grassland
Lepus europaeus,52.311712,0.448354,2022-06-07,-0.0961391880094573,297.9399198537683,-0.0359395330004869,-0.1167631177460172,-0.0359395330004869,0.1599638166045281,-0.1509624329518119,0.2399322012817795,0.1167631177460172,0,Improved grassland
Lepus europaeus,52.264053,0.123309,2022-01-13,-0.6034511313402044,278.76392446136543,-0.4048708523163115,-0.1861998152506147,-0.4048708523163115,0.5655000661649915,-0.5456506918198116,0.8481094014646322,0.1861998152506147,0,Arable
