species,decimalLatitude,decimalLongitude,eventDate,BSI,LST,MNDWI,NDBI,NDSI,NDVI,NDWI,SAVI,UI,winter_wheat_presence,Land_cover
Lepus europaeus,52.35586,0.97443,2024-05-09,-0.5785894618920596,293.5279985683608,-0.4229709372385441,-0.1540006675478407,-0.4229709372385441,0.5526005292565415,-0.5275635571136863,0.8287730313594345,0.1540006675478407,0,Arable
Lepus europaeus,52.53469,0.50861,2024-04-22,-0.6492582095046354,290.8323320158103,-0.4957822306553282,-0.1440227575319741,-0.4957822306553282,0.6484225879055289,-0.5907687951723494,0.9725119072456504,0.1440227575319741,0,Improved grassland
Lepus europaeus,51.024351,-1.139458,2022-11-04,-0.7453681927703584,284.3754671916011,-0.5135119428637105,-0.2186664894214537,-0.5135119428637105,0.7226845258147994,-0.652925136038723,1.083714111372258,0.2186664894214537,0,Arable
Lepus europaeus,50.835381,-2.091975,2025-03-17,-0.6218643286179713,285.29999999999995,-0.5103955857329602,-0.0952641554742975,-0.5103955857329602,0.5625147751642628,-0.574418772926462,0.84366413385666,0.0952641554742975,0,Arable
Lepus europaeus,54.09443,-2.69261,2025-04-17,-0.7674850008909071,289.2777519762846,-0.5003507528234876,-0.3394093249393442,-0.5003507528234876,0.8106683518203052,-0.7076367573746686,1.2158519139695585,0.3394093249393442,0,Deciduous woodland
Lepus europaeus,53.297249,-1.444436,2022-11-13,-0.7272797881181906,282.302942632171,-0.4877698165028991,-0.3055879354341856,-0.4877698165028991,0.7566459049530652,-0.6905557090401682,1.134375123224869,0.3055879354341856,0,Improved grassland
Lepus europaeus,53.066909,-1.212665,2022-08-03,-0.6160423168711446,302.25136721546164,-0.4961265606988018,-0.1554300550259051,-0.4961265606988018,0.574494162094916,-0.584910013567245,0.8616146563704945,0.1554300550259051,0,Improved grassland
Lepus europaeus,53.037234,-1.051093,2022-06-29,-0.5372362453749895,301.66918110236224,-0.3766799654989366,-0.2291645580955771,-0.3766799654989366,0.5023708754777033,-0.5415161081758456,0.7534861519026219,0.2291645580955771,0,Arable
Lepus europaeus,54.970526,-3.055954,2022-02-11,-0.034461127676604,277.7794374331551,0.1103377462041998,-0.2370054673761316,0.1103377462041998,0.1725218914534904,-0.1299330096680474,0.2587320503890063,0.2370054673761316,0,Saltmarsh
Lepus europaeus,51.556674,-1.46384,2022-02-27,-0.6355137326159906,283.15246906636673,-0.5315022858872127,-0.0843264271080017,-0.5315022858872127,0.5714297964467091,-0.58524786039066,0.8570215256464171,0.0843264271080017,0,Arable
Lepus europaeus,55.80234,-3.23386,2025-03-14,-0.4193454508925528,281.6229973753281,-0.3931217710189025,-0.0380398846032385,-0.3931217710189025,0.390445059359788,-0.4254731024740124,0.5856113312474558,0.0380398846032385,0,Improved grassland
Lepus europaeus,55.58107,-2.502017,2024-09-16,-0.5707589305440527,288.5642857142857,-0.5057561074238245,-0.0543002916259101,-0.5057561074238245,0.4673459784737515,-0.5327724128920043,0.7008543356340348,0.0543002916259101,0,Arable
Lepus europaeus,51.376983,0.783469,2023-03-19,-0.5591170779311957,284.5595256916996,-0.3280262386394905,-0.291954784757615,-0.3280262386394905,0.6660271465483149,-0.5600490832082208,0.998598531974368,0.291954784757615,0,Urban
Lepus europaeus,52.524635,-0.341094,2022-04-18,-0.4801826697847323,288.72284896206156,-0.3373809054164756,-0.1990713586606523,-0.3373809054164756,0.5062548149834106,-0.5003512409209029,0.7592996674267827,0.1990713586606523,0,Arable
Lepus europaeus,50.7283,-2.41294,2025-04-11,-0.5656089020401532,289.50884615384615,-0.4788906788686518,-0.0749483736207704,-0.4788906788686518,0.5047517556100738,-0.5233336047338525,0.7570493073741908,0.0749483736207704,0,Arable
Lepus europaeus,51.561421,-1.490007,2023-05-15,-0.7983151489631257,292.0525275590551,-0.4839804662971204,-0.3968100135994212,-0.4839804662971204,0.8279868809792071,-0.7378415188059997,1.2418510005367576,0.3968100135994212,0,Calcareous grassland
Lepus europaeus,56.36065,-4.000536,2024-06-01,-0.7274538236369078,289.84051727909014,-0.3859173141865749,-0.4205807771092902,-0.3859173141865749,0.7974522663558915,-0.6924658738223174,1.1960619751466128,0.4205807771092902,0,Improved grassland
Lepus europaeus,52.522612,-3.127679,2025-03-20,-0.6983696303671066,283.88522782446313,-0.4853139636074365,-0.2421712318052764,-0.4853139636074365,0.7023290877289033,-0.6417818662646603,1.0533692382900248,0.2421712318052764,0,Arable
Lepus europaeus,53.806339,-1.985968,2022-03-09,-0.5292320030958372,280.6582002249719,-0.4084631046933104,-0.1387457950672416,-0.4084631046933104,0.5286553675845076,-0.5176237515980405,0.79284050042008,0.1387457950672416,0,Acid grassland
Lepus europaeus,51.22145,-2.19317,2025-01-29,-0.6712972627424183,278.01038582677165,-0.4501493653171968,-0.2213212018606743,-0.4501493653171968,0.6288399516543567,-0.6083711001708435,0.9431230498402632,0.2213212018606743,0,Arable
Lepus europaeus,51.603651,0.832833,2023-07-18,-0.1832939719985302,295.30825630252104,0.0270762572085032,-0.1087969498605915,0.0270762572085032,0.0758748149566248,-0.0890623308640078,0.1140824269372735,0.1087969498605915,0,Freshwater
Lepus europaeus,51.580763,-1.347989,2022-10-03,-0.498369639636069,290.79333333333335,-0.4450696993450994,-0.0225085588323869,-0.4450696993450994,0.4440911483057397,-0.4506106876882602,0.6660589461580058,0.0225085588323869,0,Arable
Lepus europaeus,51.676883,-1.686194,2024-07-03,0.0387759074960905,296.2995783027121,0.108222298963117,-0.1438829921062906,0.108222298963117,0.0462170098879401,-0.036138731560777,0.0693229225977105,0.1438829921062906,0,Arable
Lepus europaeus,52.392615,-1.17115,2024-03-03,-0.5593733060696707,280.7027450980392,-0.3698480426846673,-0.1882821603222318,-0.3698480426846673,0.5660986641937158,-0.5162008581051173,0.8490183837669107,0.1882821603222318,0,Improved grassland
Lepus europaeus,51.787796,-2.318363,2023-03-18,-0.3843246607517891,282.91524746906634,-0.1697987421273068,-0.3188553156199958,-0.1697987421273068,0.4990121740792265,-0.4240081040893538,0.7483752027734515,0.3188553156199958,0,Arable
Lepus europaeus,54.069597,-2.818254,2023-05-27,-0.4905524352460452,297.93559523809523,-0.3153569858859336,-0.2155654988662555,-0.3153569858859336,0.5381133297263958,-0.4933767680707397,0.8070569112216134,0.2155654988662555,0,Arable
Lepus europaeus,53.264886,-1.70686,2024-10-01,-0.7091467790701743,287.9306726659168,-0.5568365652261172,-0.1600155897857677,-0.5568365652261172,0.6957945103125536,-0.6561433363037277,1.0435602922406426,0.1600155897857677,0,Acid grassland
Lepus europaeus,52.036381,0.225925,2024-07-02,-0.7667053926449532,295.0913482652613,-0.5120670075726809,-0.385066107851678,-0.5120670075726809,0.7840758301172996,-0.7388238125918895,1.175981686000438,0.385066107851678,0,Improved grassland
Lepus europaeus,53.619825,-2.870486,2023-03-16,-0.606482291977553,281.4046456692913,-0.5166070654013024,-0.1395136107417346,-0.5166070654013024,0.5471486578578431,-0.6155560131709319,0.8204966085895005,0.1395136107417346,0,Fen
Lepus europaeus,56.66828,-3.22284,2023-05-07,-0.6272086479385627,289.9707885154062,-0.511800519140678,-0.1093496898220399,-0.511800519140678,0.5941654042104532,-0.5791218079707323,0.8911242309875054,0.1093496898220399,0,Arable
Lepus europaeus,52.40341,-2.31661,2024-03-29,-0.6145726073198746,284.71917979002626,-0.4855670984537189,-0.1619280471810801,-0.4855670984537189,0.5539226410399839,-0.5915170501555072,0.8307599794095051,0.1619280471810801,0,Arable
Lepus europaeus,51.306149,0.904079,2022-05-24,-0.5266020059691067,296.8910830039526,-0.2850764144853827,-0.2870773523856113,-0.2850764144853827,0.5890964666647394,-0.5303686810305532,0.8835594113517637,0.2870773523856113,0,Suburban
Lepus europaeus,54.460504,-2.175051,2024-06-24,-0.6854962910111765,294.33750000000003,-0.4882871843295787,-0.2981589286731024,-0.4882871843295787,0.7238467557353978,-0.6838931071809705,1.0856394482249545,0.2981589286731024,0,Bog
Lepus europaeus,52.14672,-1.92578,2022-05-05,-0.5925341555883731,293.415,-0.4628814494210205,-0.1779930253555963,-0.4628814494210205,0.5706336025073887,-0.577180331371552,0.8558531994212442,0.1779930253555963,0,Improved grassland
Lepus europaeus,55.20871,-3.73245,2024-03-23,-0.6995503596700355,284.59045059288536,-0.5136934119714552,-0.2193806931391549,-0.5136934119714552,0.7161951877835522,-0.6530445704951102,1.0741254020512463,0.2193806931391549,0,Arable
Lepus europaeus,53.28419,-2.77469,2025-02-27,-0.5903238638744681,281.00974878140227,-0.4436055163306721,-0.1974156905154139,-0.4436055163306721,0.5854238671311253,-0.5759718743928735,0.8777611896926668,0.1974156905154139,0,Improved grassland
Lepus europaeus,52.71561,-2.84276,2024-07-08,-0.315237805783931,294.0097516339869,-0.1511465552727996,-0.2490904273901949,-0.1511465552727996,0.4087098660392336,-0.3791032349727528,0.6129900224040387,0.2490904273901949,0,Arable
Lepus europaeus,52.29122,-3.61476,2024-03-03,-0.1683469229197777,279.76390551181106,-0.1358538553590717,-0.0983121994885344,-0.1358538553590717,0.2521169251299433,-0.2275027303538871,0.3781419680754774,0.0983121994885344,0,Acid grassland
Lepus europaeus,52.312555,-0.257992,2022-07-16,-0.5954855461572256,304.47168841354727,-0.4896819500141403,-0.1493013251560859,-0.4896819500141403,0.5239764535316244,-0.5884737247239207,0.7858501552109617,0.1493013251560859,0,Improved grassland
Lepus europaeus,50.659023,-2.517741,2022-08-08,-0.5848051611996062,305.37769534813015,-0.484567030801538,-0.1286346246600152,-0.484567030801538,0.5376156320112365,-0.5642976493145415,0.8063341180818709,0.1286346246600152,0,Arable
Lepus europaeus,52.458095,-3.179455,2022-03-29,-0.6660034168852548,286.7022572178478,-0.5674645876744464,-0.1038364433114167,-0.5674645876744464,0.616431488285796,-0.6344078473406061,0.9245321747360624,0.1038364433114167,0,Acid grassland
Lepus europaeus,51.10573,-1.84813,2024-03-19,-0.569816461615307,283.08948818897636,-0.4360653560868346,-0.1239944895522962,-0.4360653560868346,0.5031072792824459,-0.5290408002369615,0.7545580544062185,0.1239944895522962,0,Arable
Lepus europaeus,51.608404,0.824855,2023-07-01,-0.3763164558795874,298.2865555555556,-0.2523810039964147,-0.0077591290793024,-0.2523810039964147,0.2462648422610284,-0.2606684416509687,0.3694561708015954,0.0077591290793024,0,Improved grassland
Lepus europaeus,51.47306,-1.819476,2022-08-04,-0.4714051554924879,306.344004414221,-0.5002327448174514,0.0553247851036498,-0.5002327448174514,0.3409387711372231,-0.4526142364679962,0.511351255231663,-0.0553247851036498,0,Arable
Lepus europaeus,53.684506,-2.90581,2022-10-17,-0.6048286304787334,287.83122834645667,-0.4464988823442771,-0.1261939870983601,-0.4464988823442771,0.597220561752634,-0.5393302212042099,0.8956887980688325,0.1261939870983601,0,Improved grassland
Lepus europaeus,52.30122,-3.53514,2024-05-19,-0.7963743432622846,293.5106594488189,-0.4872914338683922,-0.3933055363339253,-0.4872914338683922,0.8292365496686877,-0.7316008282344532,1.2437188901440006,0.3933055363339253,0,Deciduous woodland
Lepus europaeus,52.529121,-2.395961,2024-06-16,-0.7322915983362912,295.5693071895425,-0.4307632030976596,-0.4081743933290108,-0.4307632030976596,0.775494498432701,-0.7052914692338215,1.1631077373060488,0.4081743933290108,0,Arable
Lepus europaeus,56.20847,-2.99515,2024-04-09,0.0068540729802751,280.71220168067225,0.0945585388552896,-0.1682228672788693,0.0945585388552896,0.0869116930738769,-0.0746762373090439,0.1303609511424927,0.1682228672788693,0,Suburban
Lepus europaeus,51.882889,1.253194,2024-07-01,-0.1946872246264069,293.3711848913419,0.0361591847773451,-0.3541928192477923,0.0361591847773451,0.2378687340227205,-0.1686712725824027,0.3568851412096434,0.3541928192477923,0,Littoral sediment
Lepus europaeus,53.293808,-1.437358,2023-06-04,-0.7737389279398087,298.29401139660166,-0.4916155009191094,-0.3598578280056385,-0.4916155009191094,0.7942039583586585,-0.7175986530646385,1.1911760120791923,0.3598578280056385,0,Arable
Lepus europaeus,51.99938,-0.1806,2023-02-20,-0.4933968152649411,281.65606299212595,-0.446112748257832,0.0063524622080743,-0.446112748257832,0.3935176916464176,-0.4368890802609004,0.5901677427431805,-0.0063524622080743,0,Arable
Lepus europaeus,51.22762,-2.11618,2023-06-10,-0.7475640291613292,297.5656503655481,-0.4916940928600742,-0.3352946693072312,-0.4916940928600742,0.7872798581807977,-0.7063007267645063,1.180795534317295,0.3352946693072312,0,Calcareous grassland
Lepus europaeus,52.072458,0.697918,2025-04-16,-0.6487571834186012,292.64579782306623,-0.4903364727380027,-0.1734135952682303,-0.4903364727380027,0.6251033170749694,-0.604703269459718,0.9375381428386096,0.1734135952682303,0,Arable
Lepus europaeus,51.2345,-2.03535,2022-11-20,-0.713281939204541,283.35642711702,-0.5797367426789002,-0.0769913974640026,-0.5797367426789002,0.6815546525661502,-0.6270937152299171,1.0221709138829864,0.0769913974640026,0,Calcareous grassland
Lepus europaeus,51.6633,-1.00706,2023-05-07,-0.029486568682385,292.19528871391077,0.0233719457582308,-0.1054994507765056,0.0233719457582308,0.0936946239294852,-0.0818979215824472,0.1405364197190277,0.1054994507765056,0,Arable
Lepus europaeus,53.57922,-2.31655,2023-01-06,0.0226449274123762,274.5497269148174,0.1594747729753791,-0.2543897904562865,0.1594747729753791,0.1054639619245538,-0.1011818442723661,0.1581847807857692,0.2543897904562865,0,Improved grassland
Lepus europaeus,52.468504,0.213724,2025-01-19,-0.7441594204878262,275.8057086614173,-0.6102492278435284,-0.0533079199687882,-0.6102492278435284,0.6326780006886829,-0.6551272963312215,0.9487299792422496,0.0533079199687882,0,Arable
Lepus europaeus,53.276464,-2.063071,2023-10-14,-0.2708376789469632,283.5964743083004,-0.065122276945539,-0.2970948248648297,-0.065122276945539,0.4317538979321376,-0.3541041428994352,0.6475408424708458,0.2970948248648297,0,Improved grassland
Lepus europaeus,51.614395,0.815845,2024-10-22,-0.5583536835100635,287.4277486910995,-0.4562680247349003,-0.0598657219349522,-0.4562680247349003,0.5067204631021998,-0.4980553906263095,0.7599513068367747,0.0598657219349522,0,Arable
Lepus europaeus,50.91992,-3.68961,2022-04-03,-0.7395320581035905,287.2391831357049,-0.530449618813344,-0.2791048794742775,-0.530449618813344,0.7632640009237823,-0.7025465017984126,1.1447739375176504,0.2791048794742775,0,Improved grassland
Lepus europaeus,51.225686,0.941728,2024-06-19,-0.7768531045542408,294.4974094488189,-0.5117440010424249,-0.3800154095792653,-0.5117440010424249,0.8158964146847808,-0.7417326780057731,1.2237160927074144,0.3800154095792653,0,Deciduous woodland
Lepus europaeus,53.152268,-1.616413,2023-08-16,-0.2731428684380801,292.0740922384702,-0.1618970670679962,-0.171610582379053,-0.1618970670679962,0.362967912103362,-0.317664365898666,0.5443551396218032,0.171610582379053,0,Deciduous woodland
Lepus europaeus,56.676073,-2.900421,2024-06-20,-0.6186111751393961,289.77720784313726,-0.269582901551852,-0.4004092451462281,-0.269582901551852,0.6902177616898106,-0.6080777002564226,1.0352336381569318,0.4004092451462281,0,Arable
Lepus europaeus,53.57511,-2.33035,2024-10-22,-0.7512618857994581,284.54616188601426,-0.5062665614186787,-0.2765122575900161,-0.5062665614186787,0.7706717338866955,-0.6826220125136735,1.155850366038408,0.2765122575900161,0,Improved grassland
Lepus europaeus,52.19353,-3.12104,2025-03-20,-0.6886948373341213,284.71256842894644,-0.5058182731315083,-0.2146201577163755,-0.5058182731315083,0.6854351896113127,-0.646733278407102,1.028029537418871,0.2146201577163755,0,Improved grassland
Lepus europaeus,51.60045,-2.01355,2022-08-05,-0.5699785768681446,306.88422870436654,-0.5779386507184744,0.0568523961590706,-0.5779386507184744,0.4593509136847075,-0.5351071931386946,0.6889374693170485,-0.0568523961590706,0,Improved grassland
Lepus europaeus,50.985979,-1.798361,2023-05-07,-0.6960418114677281,289.1409786276716,-0.2539398685986028,-0.4924508472846478,-0.2539398685986028,0.7592739965031621,-0.6649931014370694,1.138806284504311,0.4924508472846478,0,Arable
Lepus europaeus,53.988738,-2.813617,2023-01-18,-0.1993291823581255,275.7927564102564,0.1487336591586923,-0.4728243136366894,0.1487336591586923,0.4281719035572159,-0.3510805242200695,0.6421691749024309,0.4728243136366894,0,Improved grassland
Lepus europaeus,54.36882,-2.752235,2022-03-23,-0.7480735836809166,290.7754188538933,-0.5391932105991982,-0.2259292422150626,-0.5391932105991982,0.7577574182164685,-0.6799173791475516,1.1364864322086252,0.2259292422150626,0,Improved grassland
Lepus europaeus,51.418213,-1.197304,2022-06-08,-0.3527656173915387,295.58023443092344,-0.2204330053842131,-0.2081465330863993,-0.2204330053842131,0.4182360673212985,-0.3940490180323283,0.6272907636428919,0.2081465330863993,0,Coniferous woodland
Lepus europaeus,51.32731,1.32803,2024-05-12,-0.524553662723748,291.1041105941303,-0.4497949475803697,-0.08883907272774,-0.4497949475803697,0.4504841071066319,-0.4915391250791351,0.6756239185620756,0.08883907272774,0,Arable
Lepus europaeus,51.566534,0.810626,2025-04-02,-0.6164882323544005,288.22472043085315,-0.4197466717431339,-0.2330866507455266,-0.4197466717431339,0.605359902826206,-0.5696756990871961,0.9079306057938168,0.2330866507455266,0,Improved grassland
Lepus europaeus,50.474729,-4.882747,2022-04-17,-0.1585096443648112,289.37229330708664,-0.0772197464905253,-0.1369523196767836,-0.0772197464905253,0.211439555439483,-0.2087338679457417,0.3170990090393263,0.1369523196767836,0,Heather
Lepus europaeus,56.592385,-3.060051,2023-08-05,-0.3562575151208439,291.2623529411765,-0.1133212582231955,-0.3339608963745525,-0.1133212582231955,0.4887306454441992,-0.4205688226813828,0.7329988198603902,0.3339608963745525,0,Improved grassland
Lepus europaeus,51.2369,-2.08636,2022-02-26,-0.5770057861133121,281.95915686274503,-0.5463744522429969,-0.0127544510234967,-0.5463744522429969,0.4818629961181614,-0.5544125367160954,0.7227017292303379,0.0127544510234967,0,Calcareous grassland
Lepus europaeus,52.40348,-2.31677,2023-03-18,-0.632046223979658,283.9610472440945,-0.4132710699203372,-0.2441833074566604,-0.4132710699203372,0.6481132797826646,-0.5949707238831442,0.9719746569312876,0.2441833074566604,0,Arable
Lepus europaeus,55.857518,-3.232139,2022-10-26,-0.7559973607715393,282.2328018372703,-0.524366920724028,-0.2591845861175016,-0.524366920724028,0.7511636174433702,-0.6887772682651594,1.126596068991239,0.2591845861175016,0,Deciduous woodland
Lepus europaeus,52.162263,0.703348,2023-01-20,-0.6857147580372156,276.6364773874419,-0.4629797024224258,-0.2527596145587267,-0.4629797024224258,0.6900060168834724,-0.6354837253840444,1.0348161554500015,0.2527596145587267,0,Suburban
Lepus europaeus,54.286065,-2.837901,2024-10-02,-0.842382796190248,287.866712956335,-0.598010794912869,-0.3069282998786031,-0.598010794912869,0.8494061277920216,-0.7611677249715516,1.2739273961988535,0.3069282998786031,0,Improved grassland
Lepus europaeus,52.949289,1.117697,2022-03-22,-0.4323563740735705,284.9718181818182,-0.3199050634334489,-0.1534579574149194,-0.3199050634334489,0.41116863948681,-0.4243989209154149,0.6166904448326742,0.1534579574149194,0,Improved grassland
Lepus europaeus,52.59557,-2.87246,2024-10-19,-0.4231001898190415,283.8516356107661,-0.2714472341938375,-0.1908795806309283,-0.2714472341938375,0.4859040618686851,-0.4298012329092773,0.7287829318576557,0.1908795806309283,0,Acid grassland
Lepus europaeus,53.885303,-2.147001,2022-03-21,-0.6229375039654724,284.8186392085605,-0.4837977033650238,-0.1551770027527202,-0.4837977033650238,0.6415663574743842,-0.5921999451820049,0.962234757774604,0.1551770027527202,0,Improved grassland
Lepus europaeus,52.127956,0.189883,2024-05-29,-0.71987600640378,293.2866574803149,-0.4699522653518544,-0.399653629212036,-0.4699522653518544,0.7327537153299092,-0.7063860852973763,1.098993454999805,0.399653629212036,0,Arable
Lepus europaeus,52.68828,-3.20646,2025-02-28,-0.7881778438571548,281.0739402887139,-0.607478823697231,-0.2342416164313494,-0.607478823697231,0.8141566094312006,-0.7383885399250496,1.2205365873329392,0.2342416164313494,0,Improved grassland
Lepus europaeus,51.381041,0.794507,2023-02-25,-0.1393810379655647,283.0957677165354,-0.0772035616512263,-0.0985636012537134,-0.0772035616512263,0.1990713003242238,-0.1732121537076524,0.2985694170955438,0.0985636012537134,0,Improved grassland
Lepus europaeus,51.22257,-1.99198,2024-06-16,-0.7576359182703623,293.6665984251968,-0.4845663856447934,-0.3724407872433448,-0.4845663856447934,0.8078733255409076,-0.7222582608548035,1.2116883154546427,0.3724407872433448,0,Calcareous grassland
Lepus europaeus,52.56718,0.84044,2025-04-03,-0.5853356942535245,290.0845294338208,-0.3742504592080789,-0.1975424330129227,-0.3742504592080789,0.5579013151721361,-0.5353437869531329,0.8367463783345315,0.1975424330129227,0,Urban
Lepus europaeus,57.24989,-2.14287,2023-05-28,-0.6610062163144549,293.87023809523805,-0.4871382032703509,-0.2073636514440024,-0.4871382032703509,0.6556086598379854,-0.6239843180669223,0.9832816375516265,0.2073636514440024,0,Deciduous woodland
Lepus europaeus,52.32545,0.33073,2025-03-22,-0.6317651594830594,288.7835039370079,-0.5213059213370268,-0.1128087156013989,-0.5213059213370268,0.5862648551684609,-0.5804218867506452,0.8792818544367109,0.1128087156013989,0,Arable
Lepus europaeus,53.395842,-1.652952,2025-03-06,-0.6111489257210259,282.24831496062995,-0.5645971269425273,-0.0397343107302526,-0.5645971269425273,0.5463219384495717,-0.5906678672254734,0.8193625378004336,0.0397343107302526,0,Calcareous grassland
Lepus europaeus,52.01405,0.73221,2024-06-19,-0.7489538510607495,295.8261220472441,-0.4734860179619964,-0.3797752834176179,-0.4734860179619964,0.7734140830731234,-0.7188838643711157,1.159994689580046,0.3797752834176179,0,Arable
Lepus europaeus,55.367113,-2.908717,2023-03-03,-0.0832053737778717,276.5,0.2807661010848268,-0.5778851594971287,0.2807661010848268,0.2553396302426477,-0.2795403090855296,0.3829506799870542,0.5778851594971287,0,Deciduous woodland
Lepus europaeus,54.90335,-4.18921,2023-04-02,-0.7351930139907888,285.82075956414536,-0.5385305408018846,-0.2215132445809083,-0.5385305408018846,0.725526293349482,-0.6758646122746834,1.0881374457024018,0.2215132445809083,0,Improved grassland
Lepus europaeus,51.816643,0.143057,2022-02-01,-0.4452561602861565,278.6745078740157,-0.3422380660329862,-0.0971955163707005,-0.3422380660329862,0.4402937062590781,-0.4180659613330769,0.6601927497681247,0.0971955163707005,0,Suburban
Lepus europaeus,50.905041,-0.609744,2025-03-27,-0.5400436173540512,288.0253242563429,-0.5013709185798108,-0.00705935450879,-0.5013709185798108,0.4645535814016162,-0.5044025904886167,0.6967263523070214,0.00705935450879,0,Arable
Lepus europaeus,54.053916,-2.741569,2023-06-19,-0.8129455861376594,300.07429436705036,-0.6062469046240349,-0.3053993950523758,-0.6062469046240349,0.8192900741828304,-0.7625400395969811,1.2287729551802655,0.3053993950523758,0,Improved grassland
Lepus europaeus,51.033384,-1.144995,2023-02-21,-0.5840449037513662,281.27247844019496,-0.5412247317747173,-0.0112081046502906,-0.5412247317747173,0.5093657239721036,-0.5469623238072319,0.7639277311396613,0.0112081046502906,0,Arable
Lepus europaeus,51.22118,-2.07832,2022-08-07,-0.6063416589885278,306.3449293724648,-0.578336178362751,0.0081133137330584,-0.578336178362751,0.5352311610563094,-0.571452488564631,0.8027382433440308,-0.0081133137330584,0,Calcareous grassland
Lepus europaeus,53.063342,-0.958894,2023-04-17,-0.6617247527706086,286.66856080489936,-0.4884375224494929,-0.2272699323600111,-0.4884375224494929,0.6381987860447407,-0.6190433546721013,0.9571715818214886,0.2272699323600111,0,Improved grassland
Lepus europaeus,54.289184,-2.781661,2025-04-04,-0.8169487181727064,288.8635588235294,-0.6004623275582731,-0.2825497519834919,-0.6004623275582731,0.810056745540461,-0.7455843027260043,1.2149268265923987,0.2825497519834919,0,Improved grassland
Lepus europaeus,55.422474,-2.838496,2022-05-01,-0.6655955446878568,290.9108436445444,-0.5194035621864919,-0.160563623185358,-0.5194035621864919,0.6348566706744819,-0.6201705308075539,0.952176745534249,0.160563623185358,0,Improved grassland
Lepus europaeus,51.627176,-1.896732,2023-04-25,-0.0312116663078928,287.1360286090721,0.1776687777247476,-0.3326911472606748,0.1776687777247476,0.2031482376336728,-0.1656681650535111,0.3047031067126219,0.3326911472606748,0,Improved grassland
Lepus europaeus,54.242149,-2.852432,2023-06-11,-0.7166147218316411,298.04728214922335,-0.5580069799134703,-0.2104798498534089,-0.5580069799134703,0.7080354800132899,-0.6818489209861642,1.0619324122623537,0.2104798498534089,0,Improved grassland
Lepus europaeus,51.92225,-2.01496,2022-02-26,-0.5436909742498575,282.31697637795276,-0.4739977823429003,-0.0507599960016418,-0.4739977823429003,0.4881240282683367,-0.5152092036160085,0.7320343226252185,0.0507599960016418,0,Calcareous grassland
Lepus europaeus,53.281769,-0.916996,2022-10-16,-0.5930939762600382,287.2326037370329,-0.4733152403186443,-0.1167401155631938,-0.4733152403186443,0.5000272516703237,-0.5446833311513302,0.7499212906759192,0.1167401155631938,0,Arable
Lepus europaeus,54.26182,-0.89492,2023-04-08,-0.6773326557543494,287.1140307143837,-0.4931259023180477,-0.2050656045736181,-0.4931259023180477,0.6526132228166067,-0.6277998021816265,0.9787885111164332,0.2050656045736181,0,Improved grassland
Lepus europaeus,53.015311,-2.392996,2023-02-11,-0.3426431798860967,278.4248818897638,-0.2909964849510878,-0.0518150621149386,-0.2909964849510878,0.3246557417910593,-0.3333514540480106,0.4868658366180622,0.0518150621149386,0,Improved grassland
Lepus europaeus,53.38548,-1.95856,2024-05-06,-0.1963953614767927,289.46543307086614,-0.0626307905042978,-0.1961704082657711,-0.0626307905042978,0.3119920081657848,-0.253619533949302,0.4679349395843236,0.1961704082657711,0,Improved grassland
Lepus europaeus,51.04093,-0.60463,2024-05-01,-0.7573354016949017,289.4679077615297,-0.4428240295696879,-0.3230998385267917,-0.4428240295696879,0.811556505223577,-0.6706606214512263,1.2171774834021816,0.3230998385267917,0,Improved grassland
Lepus europaeus,51.974893,-0.027985,2022-07-29,-0.3812054837216842,307.9937193987116,-0.4205256144850047,0.0338324222146687,-0.4205256144850047,0.2316898775069119,-0.3902744122314281,0.3474996665363231,-0.0338324222146687,0,Arable
Lepus europaeus,51.632801,-1.030315,2022-01-22,-0.5870281892794507,276.5038224767359,-0.5102912582909556,-0.0618649090271687,-0.5102912582909556,0.5291419210005327,-0.5466481678193988,0.7935687361025834,0.0618649090271687,0,Improved grassland
Lepus europaeus,53.51568,-2.97326,2024-01-27,-0.5760936637430714,277.86309186351707,-0.4905202836754997,-0.1861309801600036,-0.4905202836754997,0.5937101425759144,-0.6195342398504539,0.8903176262769912,0.1861309801600036,0,Arable
Lepus europaeus,51.64488,0.69308,2024-03-08,-0.3167070552538586,281.37555555555554,-0.152234942584371,-0.208456086369115,-0.152234942584371,0.3695378561021331,-0.3467737978480067,0.5542361905669521,0.208456086369115,0,Fen
Lepus europaeus,52.102017,0.145756,2024-10-29,-0.5489461155014415,285.6364285714286,-0.4863801275996425,-0.0033721879786353,-0.4863801275996425,0.4240911924195385,-0.4845116667029207,0.6360249671420478,0.0033721879786353,0,Arable
Lepus europaeus,54.99573,-3.59085,2023-03-27,-0.7146954136721335,286.74345849802376,-0.5787633131344717,-0.131404651691754,-0.5787633131344717,0.6736265489857917,-0.6529250539864632,1.0102935146137142,0.131404651691754,0,Improved grassland
Lepus europaeus,53.40241,-2.38258,2024-02-01,-0.1297401756146509,277.52792650918633,-0.0945164111958452,-0.0722229826773636,-0.0945164111958452,0.160777895935672,-0.165316278608993,0.2411442509567058,0.0722229826773636,0,Arable
Lepus europaeus,54.511052,-2.658332,2022-02-25,-0.5437014054020145,278.4921062992126,-0.4831850359023894,-0.0673638246945386,-0.4831850359023894,0.4949974216193875,-0.5285676173945734,0.7424090494360331,0.0673638246945386,0,Improved grassland
