species,decimalLatitude,decimalLongitude,eventDate,BSI,LST,MNDWI,NDBI,NDSI,NDVI,NDWI,SAVI,UI
Lepus europaeus,52.83444,-0.799082,2023-09-21,-0.659370161495085,293.08733858267715,-0.5818951658585375,-0.06221333565735719,-0.5818951658585375,0.5637790946603891,-0.6010980130924733,0.845544862900726,0.06221333565735719
Lepus europaeus,52.816465,-0.799577,2023-06-29,-0.7724679671474334,297.37325787401574,-0.5114695891222416,-0.3934248071579238,-0.5114695891222416,0.8008954685650223,-0.7440311245804313,1.2012190160881995,0.3934248071579238
Lepus europaeus,52.785026,-1.393537,2022-06-19,-0.5705569458921419,297.4581417322834,-0.3820196032660109,-0.24652122035413426,-0.3820196032660109,0.5652115417873144,-0.5388608062187494,0.8477368584761796,0.24652122035413426
Lepus europaeus,52.705987,-0.565793,2023-10-30,-0.7568195071704439,283.4333729420187,-0.5397762028418436,-0.21289875884618348,-0.5397762028418436,0.7097884351412314,-0.6634534774637467,1.0644990401975214,0.21289875884618348
Lepus europaeus,52.800407,-1.007678,2022-06-07,-0.6060480901225355,294.38645206849145,-0.37954957234869996,-0.2655854865280963,-0.37954957234869996,0.6402930117581197,-0.5778293828357467,0.9603498887993478,0.2655854865280963
Lepus europaeus,52.586605,-1.278198,2023-10-02,-0.6171075210031419,288.79549343832025,-0.47369521157881184,-0.15987438090937667,-0.47369521157881184,0.5946327025539682,-0.5728117416252293,0.89182163173045,0.15987438090937667
Lepus europaeus,52.708312,-0.772944,2023-02-19,-0.6805856243580055,279.1516985376828,-0.4549216100971794,-0.24421049958123783,-0.4549216100971794,0.6831459922536857,-0.6298566094642452,1.0245925533683877,0.24421049958123783
Lepus europaeus,52.604399,-1.248373,2022-07-14,-0.6247433134035382,305.43686164229473,-0.5808920558203171,-0.03372898894837399,-0.5808920558203171,0.5311155666597385,-0.5963666879257494,0.7965727213103867,0.03372898894837399
Lepus europaeus,52.782431,-1.008087,2022-02-04,-0.614094926078657,278.5518901960784,-0.5376239668224317,-0.052656948796026816,-0.5376239668224317,0.5479712557900309,-0.5658831446942483,0.821799546678717,0.052656948796026816
Lepus europaeus,52.640885,-1.336418,2022-06-30,-0.716346459134389,299.54200000000003,-0.5770610695105967,-0.1857853165250908,-0.5770610695105967,0.6833011294390601,-0.6800668272110665,1.024831545163147,0.1857853165250908
Lepus europaeus,52.761608,-0.712167,2023-07-26,-0.5004036949925813,292.98804199475063,-0.46866104731678165,0.02255786664118293,-0.46866104731678165,0.3862435176704569,-0.44261781375668824,0.5792614269820399,-0.02255786664118293
Lepus europaeus,52.656088,-0.951814,2022-05-09,-0.21790288166878158,291.93535433070866,-0.10004412157279093,-0.18440651397598798,-0.10004412157279093,0.29123424793651037,-0.26347880272237684,0.4368249326140922,0.18440651397598798
Lepus europaeus,52.564509,-0.77696,2022-04-24,-0.6924829171645973,290.3545454545455,-0.4861131819782091,-0.24745049640065522,-0.4861131819782091,0.721410467505023,-0.6467498130611151,1.0819812473496588,0.24745049640065522
Lepus europaeus,52.67004,-0.566971,2022-11-12,-0.6568470320250658,282.1786811023622,-0.4721070057837941,-0.16592817074367242,-0.4721070057837941,0.6186611188024352,-0.5945983110058013,0.9278521959952511,0.16592817074367242
Lepus europaeus,52.81585,-0.740241,2022-07-30,-0.4876671740128071,305.6383992869875,-0.5190363929287046,0.05655357917794705,-0.5190363929287046,0.34095899633792776,-0.4728759080487607,0.5113716236300302,-0.05655357917794705
Lepus europaeus,52.706688,-0.624976,2023-06-03,-0.734074722311417,295.7098239925891,-0.4998304010152812,-0.3269260155123574,-0.4998304010152812,0.7354170767676633,-0.6988303663837773,1.1030069735828263,0.3269260155123574
Lepus europaeus,52.743634,-0.712697,2022-10-18,-0.46978038937748995,287.08798418972333,-0.5292663989074371,0.1730856113435406,-0.5292663989074371,0.24940196815928062,-0.38589291756964156,0.3740299229340957,-0.1730856113435406
Lepus europaeus,52.673799,-0.92181,2023-08-28,-0.5636380357913198,298.3245704286964,-0.5341794214861065,0.04196465301227136,-0.5341794214861065,0.4234000818998618,-0.4860153493138598,0.6350234798813106,-0.04196465301227136
Lepus europaeus,52.780811,-0.830211,2022-10-01,-0.4561036171696235,288.9778823529412,-0.408135169003873,-0.03559631456181122,-0.408135169003873,0.4098245710159915,-0.4312520262326007,0.6146431206282472,0.03559631456181122
Lepus europaeus,52.782912,-1.067383,2022-05-15,-0.6229432747423269,292.6160925196851,-0.3500838781135534,-0.3624445917022673,-0.3500838781135534,0.7047366408473117,-0.6315967611141611,1.0570067328177537,0.3624445917022673
Lepus europaeus,52.551594,-1.455751,2022-02-10,-0.6727836271000848,278.7629352580928,-0.5271574667050053,-0.18074422222244205,-0.5271574667050053,0.6781561741981885,-0.6371249225245049,1.0170666294779367,0.18074422222244205
Lepus europaeus,52.723961,-0.565204,2023-05-01,-0.4440431136805822,288.93146981627297,-0.1907414327450565,-0.3132520048400807,-0.1907414327450565,0.5127828531266969,-0.4736913792234325,0.7691001961418673,0.3132520048400807
Lepus europaeus,52.293137,0.47666,2023-04-25,0.0327487976131626,288.97071569178854,0.1416472465159484,-0.21213730019291177,0.1416472465159484,0.08633867089034893,-0.07211492940207798,0.12950070565147553,0.21213730019291177
Lepus europaeus,52.102857,0.086439,2022-03-22,-0.5837218523567124,287.17420565076424,-0.48160628185050514,-0.10061790921396274,-0.48160628185050514,0.5525269708093464,-0.5495958046159664,0.828690231175247,0.10061790921396274
Lepus europaeus,52.293137,0.47666,2022-06-22,-0.6208879668318746,297.1487642169729,-0.4952918636240245,-0.12730969597155326,-0.4952918636240245,0.5675704283430825,-0.5719028503989502,0.8512581282569108,0.12730969597155326
Lepus europaeus,52.311712,0.448354,2022-06-07,-0.09613918800945737,297.9399198537683,-0.035939533000486926,-0.11676311774601726,-0.035939533000486926,0.15996381660452813,-0.15096243295181197,0.2399322012817795,0.11676311774601726
Lepus europaeus,52.264053,0.123309,2022-01-13,-0.6034511313402044,278.76392446136543,-0.40487085231631154,-0.18619981525061471,-0.40487085231631154,0.5655000661649915,-0.5456506918198116,0.8481094014646322,0.18619981525061471
Lepus europaeus,52.0854,0.056432,2022-07-30,-0.46314264331088634,307.49118110236225,-0.5047437587797525,0.03859217373512566,-0.5047437587797525,0.30488140613406745,-0.46518679328423745,0.4572769265009965,-0.03859217373512566
Lepus europaeus,52.136668,0.204924,2022-03-24,-0.5605050611366991,288.0775970573338,-0.4609054306646618,-0.10407034574983619,-0.4609054306646618,0.5256835530192847,-0.5250476713038138,0.78842025995844,0.10407034574983619
Lepus europaeus,52.066399,0.113919,2023-09-16,-0.5192946976973937,297.47249999999997,-0.48919024063086747,0.03357270148511843,-0.48919024063086747,0.419902881745664,-0.45813675936686366,0.6297586609144045,-0.03357270148511843
Lepus europaeus,56.525448,-5.489073,2024-01-06,-0.4077612885777891,275.01751383000203,-0.12622586818904938,-0.433208139431975,-0.12622586818904938,0.5770634100359188,-0.5275781979239589,0.8654766150771893,0.433208139431975
Lepus europaeus,55.441488,-5.661588,2022-04-07,-0.7022106901008484,287.4903943882205,-0.5195827035751582,-0.24465023799462834,-0.5195827035751582,0.7005923281483816,-0.6714890155656914,1.0507612573874763,0.24465023799462834
Lepus europaeus,56.524445,-6.855771,2022-09-27,-0.5264762545993605,285.577623869022,-0.304399706278995,-0.263213462798354,-0.304399706278995,0.5779178558175008,-0.5053513764077788,0.8667889779835032,0.263213462798354
Lepus europaeus,56.111576,-5.499762,2023-01-27,-0.4304190234164047,275.7340887132192,-0.1501058995049056,-0.44011195480935505,-0.1501058995049056,0.5320184880853904,-0.5570878035884252,0.7978965882188993,0.44011195480935505
Lepus europaeus,56.120544,-5.500577,2023-05-15,-0.7759947791934835,287.2421706036746,-0.4939254063112215,-0.338643238743057,-0.4939254063112215,0.8110763093802957,-0.7126511903744771,1.2164795459726245,0.338643238743057
Lepus europaeus,56.215463,-5.638315,2022-02-14,-0.3914156305882244,274.9595163104612,-0.21532684684863682,-0.19503619499955896,-0.21532684684863682,0.4349648839424634,-0.38830147148792704,0.652353055260907,0.19503619499955896
Lepus europaeus,56.498222,-6.836146,2022-09-30,-0.3173072217865918,286.0332702702703,-0.1825038167749711,-0.18931514243901837,-0.1825038167749711,0.38224546990617697,-0.34120864187346184,0.5732468121569334,0.18931514243901837
Lepus europaeus,56.484799,-6.948257,2022-09-27,-0.7273203776938045,283.8121284584981,-0.5608543743471787,-0.18713990903517466,-0.5608543743471787,0.721206486157209,-0.6783305701580289,1.0816669364591538,0.18713990903517466
Lepus europaeus,55.791643,-6.237116,2023-03-02,-0.4807212004172518,278.86059180035653,-0.38943090838873695,-0.093770490619436,-0.38943090838873695,0.48662132578869216,-0.4538798340234724,0.7297704138286129,0.093770490619436
Lepus europaeus,55.839708,-6.146452,2023-03-02,,277.9877716535433,,,,,,,
Lepus europaeus,55.792713,-6.460744,2023-03-02,-0.6533841818664595,278.359004568554,-0.5060977771464268,-0.1392282268082209,-0.5060977771464268,0.6039322906116624,-0.6005507938960042,0.9057478467453504,0.1392282268082209
Lepus europaeus,55.484894,-5.713124,2022-03-15,-0.14133785014357864,,-0.01741922364299072,-0.030081689131216453,-0.01741922364299072,0.1846901298967685,-0.07355708072235394,0.27807025442407807,0.030081689131216453
Lepus europaeus,56.526338,-6.80718,2022-09-27,-0.6139167815830001,286.03400000000005,-0.3529280623305677,-0.300660261433631,-0.3529280623305677,0.6753364327821921,-0.5831299700492345,1.0127287597810422,0.300660261433631
Lepus europaeus,56.508434,-6.804909,2022-09-27,-0.2996857447346109,286.226,-0.10258237675442976,-0.2556615137792138,-0.10258237675442976,0.39773341556072167,-0.3252038635848035,0.5964175753591443,0.2556615137792138
Lepus europaeus,56.459234,-6.912425,2022-09-28,-0.7483580917058068,284.17893751917376,-0.5558903128370937,-0.23668284033977974,-0.5558903128370937,0.7514102735365336,-0.7009221864864227,1.1269720906569516,0.23668284033977974
Lepus europaeus,56.523172,-6.888161,2022-09-24,-0.37008202933697404,286.69272727272727,-0.07751317520898225,-0.330989213153141,-0.07751317520898225,0.47251148692824074,-0.3446065259280192,0.7091037445741913,0.330989213153141
Lepus europaeus,56.537166,-6.759709,2022-09-27,-0.30766866115133024,285.3225810115082,-0.16668724135970187,-0.1937341962943576,-0.16668724135970187,0.382706944816871,-0.34442404884442723,0.5739600704482204,0.1937341962943576
Lepus europaeus,55.763855,-5.569778,2024-08-16,-0.38700000105433696,288.56333333333333,-0.1331572090126638,-0.29640332587771645,-0.1331572090126638,0.45854442725686906,-0.3677926047947714,0.6880423039960732,0.29640332587771645
Lepus europaeus,56.52189,-6.920549,2022-09-27,-0.581241195872903,284.81559936126865,-0.37126856797846547,-0.20467349857905048,-0.37126856797846547,0.5498449771405448,-0.4795396750948132,0.8251041931401987,0.20467349857905048
Lepus europaeus,56.077059,-5.448399,2023-02-25,-0.6094177824683384,278.73954751131225,-0.4744404129574001,-0.18633396255524973,-0.4744404129574001,0.5811398321803175,-0.6067480820018079,0.8715597305158462,0.18633396255524973
Lepus europaeus,56.094094,-5.48209,2023-01-26,-0.4735625252645556,276.09776902887137,-0.09310988042534261,-0.5076727751757054,-0.09310988042534261,0.5996844088702241,-0.5825638422313013,0.899399554165466,0.5076727751757054
Lepus europaeus,56.577892,-6.634446,2024-04-11,-0.25367116060764,287.85,-0.17594589932280152,0.051836328478004325,-0.17594589932280152,0.27750985636648373,-0.1620920929981845,0.41763965982999895,-0.051836328478004325
Lepus europaeus,56.457301,-6.960922,2022-09-28,-0.0010600919346843733,284.2,0.13321608294905274,-0.013257319436481169,0.13321608294905274,0.056278682494471086,0.1089915128063401,0.08518659615945018,0.013257319436481169
Lepus europaeus,56.53529,-6.808317,2022-09-27,-0.7246073864982098,285.1666666666667,-0.4837697713253791,-0.27938384474695493,-0.4837697713253791,0.747854544969733,-0.6729627335598565,1.1216567991190822,0.27938384474695493
Lepus europaeus,56.215463,-5.638315,2023-05-13,-0.8314270896863913,287.10629921259846,-0.47950936038181363,-0.4913495301874937,-0.47950936038181363,0.8779835592228776,-0.779165450820384,1.316857460566919,0.4913495301874937
Lepus europaeus,56.500751,-6.999144,2023-09-25,0.38461997498062117,,0.409356639184249,0.31858391158161636,0.409356639184249,-0.24756707541402057,0.4675306764836987,-0.3496206244402668,-0.31858391158161636
Lepus europaeus,55.823586,-6.352435,2024-02-20,-0.2558534726668644,277.63508717660295,-0.22621299440826312,-0.08322923528533306,-0.22621299440826312,0.28391880098477856,-0.3034911205767971,0.4258196971068427,0.08322923528533306
Lepus europaeus,56.596406,-6.620411,2024-04-10,-0.6840721487966699,285.48545454545456,-0.5055522977628651,-0.22258053764892755,-0.5055522977628651,0.6898390185270792,-0.6530951954853973,1.034650993876489,0.22258053764892755
Lepus europaeus,56.120544,-5.500577,2022-07-06,-0.6757235487303532,289.76078740157476,-0.37458128118516604,-0.38430785921447796,-0.37458128118516604,0.7517643880598774,-0.656139942923693,1.1274893814312172,0.38430785921447796
Lepus europaeus,56.514858,-6.870815,2022-09-27,-0.6341862925210443,285.7425396825397,-0.41894254265556075,-0.24300333289374157,-0.41894254265556075,0.6672690947483172,-0.5932718908029868,1.000734415113202,0.24300333289374157
Lepus europaeus,56.529779,-5.478898,2022-03-18,-0.5153365540308924,282.5234686048859,-0.43626004271647406,-0.05471040250608162,-0.43626004271647406,0.46349398360707833,-0.47144842124231,0.6951625082266897,0.05471040250608162
Lepus europaeus,56.108063,-5.48094,2024-06-24,-0.794820777578904,288.3968254593176,-0.496744679979535,-0.35951029020925857,-0.496744679979535,0.8258391471662536,-0.7198240749422442,1.2386256874762511,0.35951029020925857
Lepus europaeus,56.441332,-6.91011,2022-09-28,-0.13618013322849287,283.53793025871767,-0.02595117865654761,0.04323238543450257,-0.02595117865654761,0.16657289289566174,-0.013620017554216832,0.25134024836250835,-0.04323238543450257
Lepus europaeus,56.517346,-5.505404,2022-06-02,-0.8304849201467316,284.97400000000005,-0.5130429007678337,-0.4033000822553334,-0.5130429007678337,0.8569111426238246,-0.7574652076343235,1.285236366152447,0.4033000822553334
Lepus europaeus,56.477777,-6.898568,2022-09-27,-0.7446765937874206,285.4886388569971,-0.46089950742413643,-0.33092447160230953,-0.46089950742413643,0.7798743870351201,-0.6799315615544042,1.1697027158219198,0.33092447160230953
Lepus europaeus,56.214988,-5.654406,2022-05-31,-0.7072365219298681,288.1362577228597,-0.4336021007475642,-0.30226056337522206,-0.4336021007475642,0.7136713862898859,-0.6317821103771236,1.0707240846738972,0.30226056337522206
Lepus europaeus,56.538792,-5.478098,2024-04-24,-0.724533254168642,285.3727272727273,-0.5211741168497718,-0.2424490013693958,-0.5211741168497718,0.7279376693697452,-0.6755083689820909,1.0917765449891808,0.2424490013693958
Lepus europaeus,56.441972,-6.89395,2022-09-23,0.2567124574755211,285.4971428571429,0.35924228404608854,-0.10405020758834409,0.35924228404608854,-0.03782874020375622,0.2706753511863724,-0.055662204186736626,0.10405020758834409
Lepus europaeus,56.120544,-5.500577,2024-03-09,-0.46083333074356714,278.8685100612424,-0.35658956739863057,-0.14587342910939047,-0.35658956739863057,0.4769231845948909,-0.4713010205047295,0.7152926071899257,0.14587342910939047
Lepus europaeus,56.502052,-6.966778,2022-09-27,-0.7737884726341889,284.6835333087965,-0.5201444202694729,-0.2996112526854147,-0.5201444202694729,0.793184380924335,-0.7097860016614574,1.1896532102085686,0.2996112526854147
Lepus europaeus,55.768052,-5.56458,2023-10-25,-0.032588041615373445,280.74666666666667,0.09486580158020573,-0.19552615752515967,0.09486580158020573,0.1749046804335882,-0.0899679538416323,0.26232756090057013,0.19552615752515967
Lepus europaeus,55.832545,-6.353438,2023-03-02,-0.612904163995023,279.6642885375494,-0.5095592902763229,-0.12129912001124263,-0.5095592902763229,0.5754568502928853,-0.5950524200837577,0.8630309566757578,0.12129912001124263
Lepus europaeus,55.806791,-6.318616,2022-03-07,-0.5716499265367211,280.10675896762905,-0.49756721473348986,-0.09125240083547537,-0.49756721473348986,0.5219360501719903,-0.5637866468737975,0.7827804344256061,0.09125240083547537
