species,decimalLatitude,decimalLongitude,eventDate,BSI,LST,MNDWI,NDBI,NDSI,NDVI,NDWI,SAVI,UI,hazel_presence,birch_presence,beech_presence,honeysuckle_presence,oak_presence,hawthorn_presence,Land_cover
Muscardinus avellanarius,52.52,-2.69,2022-09-28,-0.4363890054645005,287.5970644257703,-0.305768959553011,-0.1680726257251121,-0.305768959553011,0.4779425445663475,-0.4370685140669576,0.7167861867783164,0.1680726257251121,0,0,0,0,0,0,Arable
Muscardinus avellanarius,52.54619,-3.254887,2024-09-15,-0.4398222108152629,287.31144927536235,-0.2514447205189315,-0.2598201380781915,-0.2514447205189315,0.5358466670635569,-0.4693243914494653,0.8036193816364335,0.2598201380781915,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.936786,-0.38606,2022-06-08,-0.7059530922047106,296.0042226198998,-0.4995166266861074,-0.2576096050978706,-0.4995166266861074,0.7175222674454627,-0.6552826424984858,1.076158800430783,0.2576096050978706,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.41,-4.87,2023-09-29,-0.5555399381544809,288.20757255343085,-0.3729798839474416,-0.2243654211798061,-0.3729798839474416,0.605904362633778,-0.5298624400455768,0.9087367150781228,0.2243654211798061,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,52.52,-2.69,2023-11-10,0.1083992919700135,281.0042875816993,0.1802871609991458,-0.1592915903708566,0.1802871609991458,0.006311701641145,0.0217647410783569,0.009466977791726,0.1592915903708566,0,0,0,0,0,0,Arable
Muscardinus avellanarius,52.53,-2.69,2023-11-07,0.0393465520399221,281.3191338582678,0.1126048722885827,-0.1491010426183267,0.1126048722885827,0.0764770897367516,-0.0368277289916484,0.1146998247636016,0.1491010426183267,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.4,-4.86,2022-04-04,-0.7018852413174496,287.3786745406824,-0.5592995037311306,-0.1976591098863723,-0.5592995037311306,0.6849525029594021,-0.6751883686519345,1.0273059723689328,0.1976591098863723,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,52.40391,-2.376245,2023-07-25,-0.1030101780561505,290.53020997375324,0.0006234241870364,-0.1857706394874506,0.0006234241870364,0.2014270567662722,-0.1829916605620418,0.3021236875380597,0.1857706394874506,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,52.722425,-3.556078,2024-06-21,-0.7158890634986397,291.5916666666667,-0.5353420448103573,-0.2381925398384796,-0.5353420448103573,0.7295261053933639,-0.6871620929961731,1.094163808658304,0.2381925398384796,0,0,0,0,0,0,Bog
Muscardinus avellanarius,50.35,-3.82,2022-10-19,-0.8454661303514986,287.7434330708662,-0.6441762889596242,-0.2889712363296745,-0.6441762889596242,0.8611559513796027,-0.7897525122076317,1.291426335048128,0.2889712363296745,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,52.55,-2.66,2022-12-02,-0.4196575669890544,276.43051181102356,-0.0185233163892727,-0.5170423518280439,-0.0185233163892727,0.6317577494875631,-0.5131441326838947,0.9472262280718976,0.5170423518280439,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.27,0.45,2022-05-17,-0.7235801104323891,294.32585958005245,-0.4868677745349263,-0.2618272770171843,-0.4868677745349263,0.7485562957034241,-0.6614025013849876,1.1227025118007676,0.2618272770171843,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,52.6,-2.91,2024-07-13,-0.3805579574429072,294.3366404199475,-0.2133771826262928,-0.2469842778829883,-0.2133771826262928,0.4674398557909711,-0.4237554109997754,0.7011081019809997,0.2469842778829883,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.88,-4.43,2024-01-08,-0.6727810997379592,275.63559532693927,-0.4401985645008605,-0.2848215561300271,-0.4401985645008605,0.712983210817165,-0.6316214777002084,1.069472851848736,0.2848215561300271,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.94,-0.39,2022-06-26,-0.7014242944523963,297.2319746067581,-0.5027870394276213,-0.2405596721940726,-0.5027870394276213,0.7070587078504719,-0.6499383098785888,1.0604690237018486,0.2405596721940726,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.34,0.46,2023-10-22,-0.5676386832547052,286.8638154730645,-0.4499211811241979,-0.1123170815633038,-0.4499211811241979,0.5202224830835384,-0.5186845094483906,0.7802013873513434,0.1123170815633038,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.07,-0.28,2024-01-11,-0.660578628906587,275.0799215686274,-0.540062744045221,-0.2197618278583304,-0.540062744045221,0.677779813968497,-0.6787915435343601,1.016454621653535,0.2197618278583304,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.986304,0.729149,2022-06-27,-0.7745821849714617,299.976034620717,-0.5605357173563374,-0.2538926135848863,-0.5605357173563374,0.7552783945091495,-0.701961461839406,1.132791254761104,0.2538926135848863,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,51.986304,0.729149,2022-06-27,-0.7745821849714617,299.976034620717,-0.5605357173563374,-0.2538926135848863,-0.5605357173563374,0.7552783945091495,-0.701961461839406,1.132791254761104,0.2538926135848863,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,52.54977,-3.24281,2023-10-15,-0.2279070713654717,285.811437007874,-0.0660298601714975,-0.2341643148330597,-0.0660298601714975,0.3335170254321779,-0.2923222729488046,0.5002160996526783,0.2341643148330597,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.32,-1.33,2022-11-30,-0.772618740949323,278.67931102362206,-0.4996733248662791,-0.3133551900696034,-0.4996733248662791,0.7840961163110892,-0.7024792239570687,1.1759751183832725,0.3133551900696034,0,0,0,0,0,0,Arable
Muscardinus avellanarius,52.55,-2.66,2022-11-28,-0.7270574683041022,278.7030650600493,-0.4681571466263778,-0.3157508694129058,-0.4681571466263778,0.7306803663519797,-0.6796051112634688,1.0957521610774346,0.3157508694129058,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.86,-1.02,2023-06-01,-0.7122278782035737,298.52703246114504,-0.4558320493954388,-0.3234698008534294,-0.4558320493954388,0.7477386332656953,-0.6656596830527102,1.121477613744622,0.3234698008534294,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.84,-0.6,2022-10-29,-0.7486938029534034,287.51714285714286,-0.4431464481737584,-0.3857577267106586,-0.4431464481737584,0.8085559040687036,-0.7097181086560426,1.2126876931649613,0.3857577267106586,0,0,0,0,0,0,Arable
Muscardinus avellanarius,51.3,0.41,2022-05-19,-0.6897567666863766,297.1898375350141,-0.4699300931873915,-0.2626213754609481,-0.4699300931873915,0.7216863571597586,-0.6442568792092904,1.082401684148125,0.2626213754609481,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,52.725941,-3.260043,2023-05-18,-0.7787859233605889,292.6006655418073,-0.4814206387765416,-0.4080044006545445,-0.4814206387765416,0.8351775074400503,-0.7398369207623732,1.2526521234874026,0.4080044006545445,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,52.4,-2.85,2022-09-23,0.231642839877345,290.4706980392157,0.5233723554133739,-0.5069984261379884,0.5233723554133739,-0.0030230015796288,0.0226656325202419,-0.004534353715319,0.5069984261379884,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,52.68359,-3.24785,2024-08-13,-0.3046797094944282,294.53841897233207,-0.1200000519317882,-0.2991947601699177,-0.1200000519317882,0.4077532756293652,-0.3636757404848693,0.6115833435531494,0.2991947601699177,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,50.41,-4.89,2022-05-07,-0.3127723249919732,292.30494750656175,-0.1987949688357385,-0.1600689560756066,-0.1987949688357385,0.3805309612133739,-0.345217946040748,0.5707455001874685,0.1600689560756066,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,50.59,-1.24,2022-06-22,-0.7001228821461245,294.7142650918635,-0.4835489139663858,-0.301366331532674,-0.4835489139663858,0.7248558869419646,-0.6767512837472486,1.08715575411381,0.301366331532674,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,50.817531,0.291274,2022-09-29,-0.6590102440501252,291.6466486518731,-0.4618316448327568,-0.2512111168023699,-0.4618316448327568,0.6794279358490246,-0.6238295929038825,1.018973891705338,0.2512111168023699,0,0,0,0,0,0,Suburban
Muscardinus avellanarius,52.52,-2.7,2023-10-16,0.0918676666861364,283.82,0.1756811905297949,-0.1735560232233724,0.1756811905297949,0.0328741217964966,0.0022156217313487,0.0493093131829313,0.1735560232233724,0,0,0,0,0,0,Arable
Muscardinus avellanarius,52.56,-2.65,2023-01-11,-0.5931956281405025,277.7328332395951,-0.303024849121241,-0.497596572365041,-0.303024849121241,0.7286654219817061,-0.6907138841334145,1.0923903431995488,0.497596572365041,1,0,0,1,0,0,Improved grassland
Muscardinus avellanarius,51.33,1.08,2022-08-07,-0.8400605381812505,300.4521644169479,-0.5911007896636847,-0.396396374005807,-0.5911007896636847,0.8732232293613967,-0.7986984210445336,1.3096616105051178,0.396396374005807,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,52.53,-2.68,2022-11-08,-0.0144482651365953,282.88897295940774,0.0822419073282363,-0.1624603744065522,0.0822419073282363,0.0947826275270477,-0.0819773308133481,0.1421568166905208,0.1624603744065522,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,52.725941,-3.260043,2024-09-18,-0.4497718162889849,288.5228740157481,-0.2372355625562122,-0.2863814355638735,-0.2372355625562122,0.54225784178735,-0.4804798541740835,0.8133228866027391,0.2863814355638735,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.41,-4.9,2023-09-06,-0.7561488126945852,295.6058263305323,-0.5675780148227056,-0.226189037892607,-0.5675780148227056,0.7632271796913227,-0.6939258149021345,1.144681760956434,0.226189037892607,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,50.94,-0.39,2022-05-25,-0.6600077402055475,296.139040119985,-0.4237484073311066,-0.2830183856500795,-0.4237484073311066,0.7017131021147923,-0.6236691671492363,1.0524481280246083,0.2830183856500795,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.02,-0.45,2022-05-31,-0.5024038281650247,297.70560717410325,-0.3824716562493249,-0.1397127363001093,-0.3824716562493249,0.5093232078702339,-0.4894205881070037,0.7638899594169111,0.1397127363001093,0,0,0,0,0,0,Suburban
Muscardinus avellanarius,51.02,-0.15,2023-09-17,-0.6673331648660391,295.0057142857143,-0.5190774431207587,-0.1217595798318599,-0.5190774431207587,0.6348193061621606,-0.5970582532995106,0.9521100426053976,0.1217595798318599,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,51.06,-0.1,2024-06-13,-0.7700669002537918,294.23958333333337,-0.5015856237006947,-0.3428256933817388,-0.5015856237006947,0.8091426472396556,-0.6905829218717324,1.2136724206894938,0.3428256933817388,0,0,0,0,0,0,Freshwater
Muscardinus avellanarius,51.986304,0.729149,2022-06-11,-0.7745821849714617,296.71203532524123,-0.5605357173563374,-0.2538926135848863,-0.5605357173563374,0.7552783945091495,-0.701961461839406,1.132791254761104,0.2538926135848863,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,50.64,-1.37,2023-07-25,-0.6051986247817297,296.47887514060744,-0.4860363711904675,-0.1240533084120055,-0.4860363711904675,0.5501382811882897,-0.5641888163699345,0.8251155207255612,0.1240533084120055,0,0,0,0,0,0,Arable
Muscardinus avellanarius,51.02,-0.15,2023-04-25,-0.6628179001616089,288.1575,-0.4441379320336568,-0.2774290157942922,-0.4441379320336568,0.7269895660457194,-0.6394870006837899,1.0903203334966631,0.2774290157942922,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,50.99,0.1,2022-08-21,-0.6688605335242624,304.1788897637796,-0.5731976820916459,-0.1170184828343882,-0.5731976820916459,0.6284366356959408,-0.6322487272757764,0.942521860969794,0.1170184828343882,0,0,0,1,0,0,Deciduous woodland
Muscardinus avellanarius,50.9,0.54,2022-09-22,-0.1536025889332034,289.0764602547211,-0.0349964293930561,-0.2008155728707989,-0.0349964293930561,0.2669306913907271,-0.2259801515798596,0.4003025653238975,0.2008155728707989,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,50.95,-4.15,2024-08-01,-0.6502850754392578,296.5599587551556,-0.4783567826913277,-0.1983928596666739,-0.4783567826913277,0.648331606369621,-0.5968131880409646,0.9723629361299364,0.1983928596666739,0,0,0,0,0,0,Suburban
Muscardinus avellanarius,52.403955,-2.361546,2023-07-25,-0.1990968409268801,289.90045931758533,-0.0015478169528216,-0.2928539665848935,-0.0015478169528216,0.3679540544066756,-0.2930553198667221,0.5518834917914435,0.2928539665848935,0,0,0,0,0,0,Arable
Muscardinus avellanarius,50.86,-0.18,2022-09-20,-0.4737326615910193,291.0751455499881,-0.3177792771469039,-0.2029240860245091,-0.3177792771469039,0.5737146683116633,-0.4763932311757393,0.859984572813673,0.2029240860245091,0,0,0,0,0,0,Arable
Muscardinus avellanarius,51.986304,0.729149,2022-06-27,-0.7745821849714617,299.976034620717,-0.5605357173563374,-0.2538926135848863,-0.5605357173563374,0.7552783945091495,-0.701961461839406,1.132791254761104,0.2538926135848863,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,51.0,-2.15,2023-04-29,-0.6081843942455684,288.78773753280836,-0.303850043948311,-0.3712489920687306,-0.303850043948311,0.7063061542166382,-0.6016929342463484,1.0593577137338757,0.3712489920687306,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.27,0.45,2022-05-17,-0.7235801104323891,294.32585958005245,-0.4868677745349263,-0.2618272770171843,-0.4868677745349263,0.7485562957034241,-0.6614025013849876,1.1227025118007676,0.2618272770171843,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.41,-4.86,2023-09-05,-0.8129131534689225,294.92882452193476,-0.5855813221029518,-0.2575229022913218,-0.5855813221029518,0.8290784195533575,-0.7341817904153887,1.243456354336213,0.2575229022913218,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.94,-0.39,2022-06-27,-0.7014242944523963,298.19614200759867,-0.5027870394276213,-0.2405596721940726,-0.5027870394276213,0.7070587078504719,-0.6499383098785888,1.0604690237018486,0.2405596721940726,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.02,-0.45,2022-05-31,-0.5024038281650247,297.70560717410325,-0.3824716562493249,-0.1397127363001093,-0.3824716562493249,0.5093232078702339,-0.4894205881070037,0.7638899594169111,0.1397127363001093,0,0,0,0,0,0,Suburban
Muscardinus avellanarius,51.13,0.21,2023-10-23,-0.7066165750687717,286.25843832021,-0.5268070798225599,-0.2239624201488937,-0.5268070798225599,0.7082045930940581,-0.6653910957114809,1.062120117761064,0.2239624201488937,0,0,0,0,0,0,Suburban
Muscardinus avellanarius,51.291484,-1.212635,2024-11-16,-0.54353359911887,278.7342618110236,-0.4568008889043544,-0.0871735427104486,-0.4568008889043544,0.4899228974625873,-0.5159948755887094,0.7347467792885454,0.0871735427104486,0,0,0,0,0,0,Arable
Muscardinus avellanarius,50.86,-0.93,2022-07-21,-0.6157330812731282,304.05416291713533,-0.527689472053721,-0.0786728063339354,-0.527689472053721,0.5578683877454311,-0.5715456978608412,0.8366899343884605,0.0786728063339354,0,0,0,0,0,0,Urban
Muscardinus avellanarius,50.87,-1.21,2024-10-10,-0.4831587952786897,286.8694471316085,-0.3323458169771486,-0.209145292840686,-0.3323458169771486,0.555976009675986,-0.4967983935977954,0.8338315791776675,0.209145292840686,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.12,0.17,2022-10-25,-0.8174160256118274,287.59406824146976,-0.5126983884414701,-0.3991925654776302,-0.5126983884414701,0.8519321287174885,-0.7574681786188079,1.2777084917903003,0.3991925654776302,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,52.56,-2.64,2022-11-18,-0.6916262744689109,281.3852440944882,-0.468796336008402,-0.2455061440378421,-0.468796336008402,0.6859129612907323,-0.6389082895382076,1.028641259517565,0.2455061440378421,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.79,-3.76,2023-10-06,-0.6094990494359801,289.7219516310461,-0.4765104193404503,-0.1461895355015668,-0.4765104193404503,0.6034788996789371,-0.5750787889864777,0.9050905444674174,0.1461895355015668,0,0,0,0,0,0,Arable
Muscardinus avellanarius,51.68,-2.63,2023-02-19,-0.6162655347078719,279.37175375805293,-0.4635388117562447,-0.2046074207019158,-0.4635388117562447,0.6251700228388308,-0.6102089628583424,0.937627539024914,0.2046074207019158,0,0,0,0,0,0,Suburban
Muscardinus avellanarius,50.89,0.54,2022-09-22,-0.1278485893483737,289.64520559930014,-0.0456450541786277,-0.1419933143835025,-0.0456450541786277,0.1938464743157924,-0.1803748228695035,0.290732895302887,0.1419933143835025,0,0,0,0,0,0,Suburban
Muscardinus avellanarius,50.68,-1.12,2023-10-23,0.002377188167514,283.9193276801939,0.1532500957836277,-0.2451027641741532,0.1532500957836277,0.1161784702139327,-0.0951075078473761,0.1742533892405724,0.2451027641741532,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.64,-1.36,2024-07-22,-0.6411168894929485,297.2102634766808,-0.511196035021524,-0.1252139141954478,-0.511196035021524,0.6010796598409696,-0.577850786839031,0.90150760380705,0.1252139141954478,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,51.63,0.44,2023-09-20,-0.6655187593504266,297.23081842042467,-0.5061345685122328,-0.2152804315344248,-0.5061345685122328,0.6728766031579029,-0.6335825061283356,1.0091578326767696,0.2152804315344248,0,0,0,0,0,0,Deciduous woodland
Muscardinus avellanarius,50.98,0.47,2024-06-20,-0.4127601389511571,294.02197402597403,-0.215899486446359,-0.2556453955833282,-0.215899486446359,0.5055742704317145,-0.4262407326248427,0.7582262251564085,0.2556453955833282,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.88,-2.27,2023-09-12,-0.6997913486420799,295.9567439354172,-0.5482328030369117,-0.1702477295557742,-0.5482328030369117,0.6908156113454437,-0.6390374566561396,1.0360925093739926,0.1702477295557742,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,52.6,-2.91,2024-07-13,-0.3805579574429072,294.3366404199475,-0.2133771826262928,-0.2469842778829883,-0.2133771826262928,0.4674398557909711,-0.4237554109997754,0.7011081019809997,0.2469842778829883,0,0,0,0,0,0,Improved grassland
Muscardinus avellanarius,50.89,-3.95,2024-01-28,-0.7727099121201196,276.8248931383577,-0.5690349367920742,-0.2542217834874315,-0.5690349367920742,0.7341299308284167,-0.7247386686119524,1.10097889054513,0.2542217834874315,0,0,0,0,0,0,Arable
Muscardinus avellanarius,50.9,0.53,2022-09-22,-0.5911663807651268,289.0846929133858,-0.3981230354984316,-0.2893353641122742,-0.3981230354984316,0.6629424731551603,-0.5902246312312107,0.9942374067177756,0.2893353641122742,0,0,0,0,0,0,Improved grassland
