species,decimalLatitude,decimalLongitude,eventDate,BSI,LST,MNDWI,NDBI,NDSI,NDVI,NDWI,SAVI,UI,ceratopogonidae_presence,chironomidae_presence,cats_presence,wind_turbines_presence,near_road,Land_cover
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-17,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-26,-0.6857405184539351,297.86237204724404,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.618737,-0.804992,2022-06-30,-0.753372277133348,298.2805704099822,-0.5591164524482917,-0.2576036368083997,-0.5591164524482917,0.7379060032957607,-0.7110844232082231,1.10673670700831,0.2576036368083997,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-25,-0.7873265674158527,297.30426321709785,-0.5944900548592991,-0.2941016933522733,-0.5944900548592991,0.7798113412215399,-0.7495577642441751,1.169245059745465,0.2941016933522733,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.618737,-0.804992,2022-08-18,-0.577566375661564,304.2196775599128,-0.5502703996053133,-0.0267617604699003,-0.5502703996053133,0.4956867706441331,-0.5673753240466862,0.7434362790306125,0.0267617604699003,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-06-16,-0.8107901380690796,296.7281955380577,-0.4967714784838497,-0.3966805549043908,-0.4967714784838497,0.8333515031173091,-0.7406446132278528,1.2499063329171185,0.3966805549043908,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.730775,-1.335055,2022-05-19,-0.5135913724215986,293.71286089238845,-0.3258461858696679,-0.2326371933130205,-0.3258461858696679,0.5537417803901249,-0.5127667484833067,0.8304852988995872,0.2326371933130205,0,0,0,0,0,Arable
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-04,-0.6857405184539351,299.7201988188976,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-09,-0.6857405184539351,301.22749156355457,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-07-04,-0.7636804563133298,300.91415573053365,-0.5845086871266121,-0.2267856036083399,-0.5845086871266121,0.7403567676427578,-0.704084297369137,1.110413769118497,0.2267856036083399,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-08-12,-0.6008091629520415,305.3313210848644,-0.5883655993486521,0.0191892947123395,-0.5883655993486521,0.5053692059243411,-0.569453840612163,0.7579525522114426,-0.0191892947123395,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-19,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-07-13,-0.7636804563133298,302.4689676290464,-0.5845086871266121,-0.2267856036083399,-0.5845086871266121,0.7403567676427578,-0.704084297369137,1.110413769118497,0.2267856036083399,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-03,-0.4973679549201689,306.28533464566925,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-08,-0.4973679549201689,305.15479330708655,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-20,-0.4973679549201689,304.3595253718285,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-25,-0.7873265674158527,297.30426321709785,-0.5944900548592991,-0.2941016933522733,-0.5944900548592991,0.7798113412215399,-0.7495577642441751,1.169245059745465,0.2941016933522733,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-17,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-21,-0.7486040454731819,296.63240157480317,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-07,-0.6857405184539351,300.9734330708662,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-26,-0.6857405184539351,297.86237204724404,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-04,-0.6857405184539351,299.7201988188976,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-07-10,-0.7636804563133298,301.9955118110236,-0.5845086871266121,-0.2267856036083399,-0.5845086871266121,0.7403567676427578,-0.704084297369137,1.110413769118497,0.2267856036083399,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-03,-0.6857405184539351,298.87110236220474,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-12,-0.4973679549201689,304.03917760279967,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-27,-0.5992446824271613,303.8853318335208,-0.4871791663595736,-0.1699363752583164,-0.4871791663595736,0.54291301189547,-0.6031425614271317,0.8142708267834715,0.1699363752583164,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-07-24,-0.7636804563133298,303.8543082114736,-0.5845086871266121,-0.2267856036083399,-0.5845086871266121,0.7403567676427578,-0.704084297369137,1.110413769118497,0.2267856036083399,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-21,-0.4973679549201689,304.3595253718285,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-27,-0.5992446824271613,303.8853318335208,-0.4871791663595736,-0.1699363752583164,-0.4871791663595736,0.54291301189547,-0.6031425614271317,0.8142708267834715,0.1699363752583164,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-02,-0.4973679549201689,306.32610673665795,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-07,-0.7486040454731819,295.4817232845894,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-19,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-04,-0.4973679549201689,305.7865804274466,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-13,-0.7486040454731819,296.44848143982006,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-21,-0.7486040454731819,296.63240157480317,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-07,-0.7486040454731819,295.4817232845894,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-18,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-19,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-07-13,-0.7636804563133298,302.4689676290464,-0.5845086871266121,-0.2267856036083399,-0.5845086871266121,0.7403567676427578,-0.704084297369137,1.110413769118497,0.2267856036083399,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-08,-0.7486040454731819,296.01331692913385,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-07-30,-0.6008091629520415,306.3033280839895,-0.5883655993486521,0.0191892947123395,-0.5883655993486521,0.5053692059243411,-0.569453840612163,0.7579525522114426,-0.0191892947123395,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-16,-0.4973679549201689,304.03917760279967,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-18,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-28,-0.6857405184539351,297.86237204724404,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-24,-0.6857405184539351,302.43629921259844,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-06-29,-0.7636804563133298,299.21926700071583,-0.5845086871266121,-0.2267856036083399,-0.5845086871266121,0.7403567676427578,-0.704084297369137,1.110413769118497,0.2267856036083399,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-12,-0.4973679549201689,304.03917760279967,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-07,-0.4973679549201689,305.15479330708655,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-15,-0.7486040454731819,296.0928008998875,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-07-03,-0.7636804563133298,300.1251496062992,-0.5845086871266121,-0.2267856036083399,-0.5845086871266121,0.7403567676427578,-0.704084297369137,1.110413769118497,0.2267856036083399,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-19,-0.6857405184539351,302.4767716535433,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.618737,-0.804992,2022-07-23,-0.753372277133348,302.4517385620915,-0.5591164524482917,-0.2576036368083997,-0.5591164524482917,0.7379060032957607,-0.7110844232082231,1.10673670700831,0.2576036368083997,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-07-14,-0.7636804563133298,303.0803937007874,-0.5845086871266121,-0.2267856036083399,-0.5845086871266121,0.7403567676427578,-0.704084297369137,1.110413769118497,0.2267856036083399,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-22,-0.7486040454731819,296.63240157480317,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-16,-0.7486040454731819,296.0928008998875,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-10,-0.7486040454731819,296.01331692913385,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-29,-0.6857405184539351,298.1198617672791,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-25,-0.6857405184539351,303.1033595800525,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-12,-0.7486040454731819,296.44848143982006,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-01,-0.4973679549201689,306.32610673665795,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-02,-0.6857405184539351,298.49277755905507,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-02,-0.4973679549201689,306.32610673665795,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-06-16,-0.8107901380690796,296.7281955380577,-0.4967714784838497,-0.3966805549043908,-0.4967714784838497,0.8333515031173091,-0.7406446132278528,1.2499063329171185,0.3966805549043908,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-14,-0.4973679549201689,304.03917760279967,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-30,-0.4973679549201689,305.6523447069116,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-29,-0.6857405184539351,298.1198617672791,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-15,-0.4973679549201689,304.03917760279967,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-28,-0.5992446824271613,304.39364173228347,-0.4871791663595736,-0.1699363752583164,-0.4871791663595736,0.54291301189547,-0.6031425614271317,0.8142708267834715,0.1699363752583164,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-08,-0.7486040454731819,296.01331692913385,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-01,-0.4973679549201689,306.32610673665795,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-17,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-06-15,-0.8107901380690796,296.7281955380577,-0.4967714784838497,-0.3966805549043908,-0.4967714784838497,0.8333515031173091,-0.7406446132278528,1.2499063329171185,0.3966805549043908,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-03,-0.4973679549201689,306.28533464566925,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-19,-0.4973679549201689,303.75544094488185,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-17,-0.7486040454731819,296.0928008998875,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.637007,-0.83405,2022-06-07,-0.8107901380690796,295.7541469816273,-0.4967714784838497,-0.3966805549043908,-0.4967714784838497,0.8333515031173091,-0.7406446132278528,1.2499063329171185,0.3966805549043908,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-09,-0.7486040454731819,296.01331692913385,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-06-06,-0.7486040454731819,294.86037401574805,-0.4859446659736849,-0.3649472693114378,-0.4859446659736849,0.7761331461307448,-0.7184885448120056,1.1640673411203453,0.3649472693114378,0,0,0,0,0,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-07-16,-0.6857405184539351,302.4767716535433,-0.505890520532876,-0.2381886470185016,-0.505890520532876,0.6727341475115585,-0.6602729491352245,1.008978450963565,0.2381886470185016,0,0,0,0,1,Improved grassland
Pipistrellus pygmaeus,52.619031,-0.834527,2022-08-06,-0.4973679549201689,305.15479330708655,-0.5071900377709581,0.0061584491956799,-0.5071900377709581,0.3828577887394094,-0.4961838880130525,0.5742208148323645,-0.0061584491956799,0,0,0,0,1,Improved grassland
